out_units,lr,optimizer,p_dropout,epochs,use_early_stopping,activation_function,batch_size,momentum,l2_reg,outer_fold,inner_fold,inner_train_loss,inner_eval_loss
16,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,3,3,0.013,0.047
16,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,3,3,0.074,0.07
16,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,3,3,0.014,0.051
16,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,3,3,0.075,0.07
16,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,3,3,0.009,0.057
16,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,3,3,0.072,0.07
4,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,3,4,0.036,0.043
4,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,3,4,0.075,0.076
4,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,3,4,0.026,0.051
4,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,3,4,0.072,0.073
4,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,3,4,0.024,0.057
4,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,3,4,0.071,0.073
4,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,3,4,0.093,0.095
4,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,3,4,0.073,0.073
8,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,3,4,0.028,0.045
8,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,3,4,0.072,0.072
8,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,3,4,0.022,0.05
8,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,3,4,0.07,0.07
8,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,3,4,0.022,0.053
8,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,3,4,0.072,0.071
8,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,3,4,0.019,0.052
8,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,3,4,0.072,0.072
12,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,3,4,0.016,0.052
12,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,3,4,0.068,0.07
12,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,3,4,0.019,0.054
12,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,3,4,0.073,0.075
12,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,3,4,0.013,0.06
12,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,3,4,0.071,0.072
12,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,3,4,0.012,0.062
12,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,3,4,0.076,0.076
16,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,3,4,0.012,0.061
16,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,3,4,0.073,0.074
16,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,3,4,0.015,0.052
16,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,3,4,0.07,0.08
16,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,3,4,0.012,0.061
16,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,3,4,0.071,0.073
16,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,3,4,0.009,0.064
16,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,3,4,0.071,0.077
4,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,4,1,0.038,0.044
4,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,4,1,0.072,0.07
4,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,4,1,0.027,0.049
4,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,4,1,0.07,0.072
4,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,4,1,0.038,0.047
4,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,4,1,0.071,0.076
4,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,4,1,0.034,0.048
4,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,4,1,0.075,0.075
8,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,4,1,0.022,0.056
8,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,4,1,0.071,0.078
8,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,4,1,0.023,0.053
8,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,4,1,0.072,0.072
8,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,4,1,0.029,0.057
8,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,4,1,0.073,0.07
8,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,4,1,0.019,0.06
8,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,4,1,0.071,0.069
12,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,4,1,0.017,0.059
12,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,4,1,0.072,0.075
12,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,4,1,0.014,0.054
12,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,4,1,0.071,0.072
12,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,4,1,0.014,0.063
12,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,4,1,0.07,0.072
12,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,4,1,0.013,0.058
12,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,4,1,0.071,0.07
16,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,4,1,0.02,0.052
16,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,4,1,0.07,0.072
16,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,4,1,0.028,0.051
16,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,4,1,0.069,0.071
16,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,4,1,0.011,0.062
16,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,4,1,0.073,0.078
16,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,4,1,0.009,0.061
16,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,4,1,0.073,0.07
4,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,4,2,0.095,0.091
4,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,4,2,0.075,0.069
4,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,4,2,0.034,0.039
4,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,4,2,0.071,0.069
4,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,4,2,0.028,0.045
4,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,4,2,0.077,0.07
4,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,4,2,0.027,0.049
4,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,4,2,0.074,0.069
8,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,4,2,0.019,0.042
8,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,4,2,0.074,0.075
8,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,4,2,0.023,0.047
8,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,4,2,0.073,0.068
8,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,4,2,0.016,0.051
8,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,4,2,0.072,0.068
8,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,4,2,0.015,0.054
8,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,4,2,0.073,0.066
12,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,4,2,0.018,0.047
12,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,4,2,0.072,0.071
12,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,4,2,0.019,0.047
12,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,4,2,0.073,0.073
12,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,4,2,0.013,0.058
12,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,4,2,0.072,0.067
12,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,4,2,0.02,0.051
12,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,4,2,0.076,0.071
16,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,4,2,0.013,0.049
16,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,4,2,0.074,0.069
16,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,4,2,0.017,0.048
16,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,4,2,0.073,0.067
16,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,4,2,0.012,0.059
16,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,4,2,0.075,0.075
16,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,4,2,0.012,0.055
16,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,4,2,0.073,0.071
4,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,4,3,0.048,0.037
4,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,4,3,0.074,0.071
4,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,4,3,0.031,0.046
4,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,4,3,0.074,0.069
4,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,4,3,0.039,0.043
4,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,4,3,0.072,0.076
4,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,4,3,0.027,0.047
4,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,4,3,0.074,0.069
8,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,4,3,0.031,0.043
8,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,4,3,0.074,0.072
8,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,4,3,0.023,0.049
8,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,4,3,0.073,0.072
8,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,4,3,0.027,0.046
8,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,4,3,0.07,0.069
8,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,4,3,0.017,0.054
8,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,4,3,0.075,0.07
12,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,4,3,0.015,0.049
12,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,4,3,0.072,0.07
12,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,4,3,0.028,0.038
12,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,4,3,0.072,0.071
12,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,4,3,0.022,0.048
12,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,4,3,0.074,0.072
12,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,4,3,0.014,0.057
12,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,4,3,0.072,0.069
16,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,4,3,0.013,0.052
16,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,4,3,0.073,0.072
16,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,4,3,0.013,0.052
16,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,4,3,0.073,0.071
16,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,4,3,0.013,0.062
16,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,4,3,0.073,0.071
16,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,4,3,0.017,0.049
16,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,4,3,0.07,0.072
4,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,4,4,0.028,0.045
4,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,4,4,0.072,0.071
4,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,4,4,0.028,0.049
4,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,4,4,0.072,0.072
4,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,4,4,0.026,0.06
4,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,4,4,0.073,0.072
4,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,4,4,0.028,0.051
4,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,4,4,0.07,0.072
8,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,4,4,0.031,0.049
8,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,4,4,0.07,0.069
8,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,4,4,0.029,0.047
8,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,4,4,0.072,0.073
8,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,4,4,0.03,0.054
8,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,4,4,0.073,0.073
8,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,4,4,0.019,0.061
8,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,4,4,0.073,0.072
12,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,4,4,0.02,0.051
12,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,4,4,0.072,0.069
12,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,4,4,0.02,0.05
12,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,4,4,0.069,0.07
12,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,4,4,0.017,0.064
12,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,4,4,0.072,0.075
12,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,4,4,0.019,0.062
12,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,4,4,0.072,0.072
16,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,4,4,0.011,0.06
16,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,4,4,0.07,0.074
16,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,4,4,0.018,0.052
16,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,4,4,0.073,0.075
16,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,4,4,0.01,0.063
16,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,4,4,0.072,0.071
16,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,4,4,0.011,0.062
16,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,4,4,0.071,0.069
4,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,5,1,0.03,0.049
4,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,5,1,0.07,0.071
4,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,5,1,0.028,0.046
4,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,5,1,0.07,0.073
4,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,5,1,0.021,0.052
4,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,5,1,0.068,0.073
4,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,5,1,0.02,0.051
4,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,5,1,0.066,0.071
8,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,5,1,0.024,0.048
8,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,5,1,0.067,0.069
8,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,5,1,0.019,0.057
8,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,5,1,0.07,0.073
8,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,5,1,0.016,0.067
8,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,5,1,0.069,0.066
8,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,5,1,0.014,0.061
8,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,5,1,0.07,0.073
12,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,5,1,0.012,0.051
12,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,5,1,0.07,0.071
12,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,5,1,0.016,0.058
12,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,5,1,0.067,0.07
12,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,5,1,0.011,0.061
12,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,5,1,0.067,0.072
12,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,5,1,0.01,0.07
12,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,5,1,0.069,0.072
16,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,5,1,0.012,0.057
16,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,5,1,0.068,0.068
16,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,5,1,0.011,0.052
16,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,5,1,0.068,0.07
16,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,5,1,0.01,0.06
16,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,5,1,0.069,0.07
16,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,5,1,0.008,0.066
16,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,5,1,0.072,0.073
4,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,5,2,0.03,0.041
4,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,5,2,0.07,0.068
4,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,5,2,0.027,0.044
4,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,5,2,0.07,0.071
4,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,5,2,0.037,0.04
4,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,5,2,0.072,0.069
4,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,5,2,0.094,0.091
4,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,5,2,0.071,0.068
8,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,5,2,0.021,0.051
8,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,5,2,0.073,0.069
8,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,5,2,0.02,0.048
8,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,5,2,0.07,0.066
8,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,5,2,0.016,0.055
8,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,5,2,0.073,0.065
8,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,5,2,0.014,0.057
8,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,5,2,0.069,0.069
12,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,5,2,0.017,0.05
12,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,5,2,0.069,0.069
12,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,5,2,0.016,0.054
12,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,5,2,0.07,0.066
12,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,5,2,0.016,0.056
12,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,5,2,0.072,0.068
12,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,5,2,0.012,0.059
12,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,5,2,0.067,0.067
16,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,5,2,0.013,0.051
16,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,5,2,0.068,0.067
16,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,5,2,0.013,0.053
16,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,5,2,0.069,0.066
16,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,5,2,0.01,0.063
16,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,5,2,0.069,0.066
16,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,5,2,0.008,0.064
16,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,5,2,0.068,0.068
4,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,5,3,0.027,0.041
4,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,5,3,0.073,0.068
4,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,5,3,0.024,0.044
4,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,5,3,0.072,0.071
4,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,5,3,0.029,0.042
4,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,5,3,0.073,0.071
4,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,5,3,0.023,0.049
4,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,5,3,0.071,0.067
8,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,5,3,0.021,0.047
8,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,5,3,0.071,0.071
8,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,5,3,0.026,0.044
8,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,5,3,0.073,0.069
8,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,5,3,0.025,0.051
8,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,5,3,0.07,0.069
8,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,5,3,0.021,0.053
8,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,5,3,0.075,0.074
12,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,5,3,0.025,0.045
12,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,5,3,0.071,0.067
12,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,5,3,0.023,0.048
12,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,5,3,0.069,0.073
12,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,5,3,0.013,0.055
12,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,5,3,0.072,0.068
12,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,5,3,0.012,0.06
12,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,5,3,0.072,0.071
16,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,5,3,0.017,0.051
16,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,5,3,0.076,0.069
16,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,5,3,0.014,0.048
16,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,5,3,0.073,0.073
16,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,5,3,0.01,0.059
16,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,5,3,0.072,0.068
16,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,5,3,0.011,0.058
16,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,5,3,0.072,0.071
4,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,5,4,0.093,0.092
4,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,5,4,0.072,0.067
4,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,5,4,0.027,0.042
4,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,5,4,0.07,0.065
4,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,5,4,0.025,0.045
4,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,5,4,0.073,0.069
4,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,5,4,0.052,0.043
4,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,5,4,0.075,0.07
8,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,5,4,0.024,0.046
8,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,5,4,0.072,0.066
8,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,5,4,0.02,0.044
8,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,5,4,0.076,0.07
8,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,5,4,0.015,0.05
8,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,5,4,0.072,0.068
8,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,5,4,0.017,0.052
8,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,5,4,0.071,0.067
12,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,5,4,0.016,0.047
12,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,5,4,0.071,0.07
12,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,5,4,0.017,0.046
12,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,5,4,0.071,0.067
12,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,5,4,0.011,0.057
12,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,5,4,0.072,0.068
12,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,5,4,0.018,0.049
12,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,5,4,0.073,0.07
16,0.01,Adam,0.2,1000,True,relu,64,0.0,0.0,5,4,0.014,0.047
16,0.01,Adam,0.2,1000,True,relu,64,0.0,0.1,5,4,0.074,0.067
16,0.01,Adam,0.2,1000,True,relu,64,0.1,0.0,5,4,0.017,0.05
16,0.01,Adam,0.2,1000,True,relu,64,0.1,0.1,5,4,0.072,0.068
16,0.01,Adam,0.2,1000,False,relu,64,0.0,0.0,5,4,0.01,0.063
16,0.01,Adam,0.2,1000,False,relu,64,0.0,0.1,5,4,0.072,0.068
16,0.01,Adam,0.2,1000,False,relu,64,0.1,0.0,5,4,0.013,0.055
16,0.01,Adam,0.2,1000,False,relu,64,0.1,0.1,5,4,0.072,0.066
4,0.1,Adam,0.2,1000,True,relu,64,0.0,0.0,1,1,0.072,0.072
4,0.1,Adam,0.2,1000,True,relu,64,0.0,0.1,1,1,0.093,0.086
4,0.1,Adam,0.2,1000,True,relu,64,0.1,0.0,1,1,0.083,0.081
4,0.1,Adam,0.2,1000,True,relu,64,0.1,0.1,1,1,0.091,0.082
4,0.1,Adam,0.2,1000,False,relu,64,0.0,0.0,1,1,0.095,0.091
4,0.1,Adam,0.2,1000,False,relu,64,0.0,0.1,1,1,0.095,0.096
4,0.1,Adam,0.2,1000,False,relu,64,0.1,0.0,1,1,0.094,0.092
4,0.1,Adam,0.2,1000,False,relu,64,0.1,0.1,1,1,0.089,0.086
8,0.1,Adam,0.2,1000,True,relu,64,0.0,0.0,1,1,0.087,0.083
8,0.1,Adam,0.2,1000,True,relu,64,0.0,0.1,1,1,0.091,0.095
8,0.1,Adam,0.2,1000,True,relu,64,0.1,0.0,1,1,0.065,0.078
8,0.1,Adam,0.2,1000,True,relu,64,0.1,0.1,1,1,0.093,0.099
8,0.1,Adam,0.2,1000,False,relu,64,0.0,0.0,1,1,0.079,0.081
8,0.1,Adam,0.2,1000,False,relu,64,0.0,0.1,1,1,0.092,0.086
8,0.1,Adam,0.2,1000,False,relu,64,0.1,0.0,1,1,0.088,0.087
8,0.1,Adam,0.2,1000,False,relu,64,0.1,0.1,1,1,0.094,0.083
12,0.1,Adam,0.2,1000,True,relu,64,0.0,0.0,1,1,0.095,0.097
12,0.1,Adam,0.2,1000,True,relu,64,0.0,0.1,1,1,0.093,0.106
12,0.1,Adam,0.2,1000,True,relu,64,0.1,0.0,1,1,0.075,0.072
12,0.1,Adam,0.2,1000,True,relu,64,0.1,0.1,1,1,0.111,0.1
12,0.1,Adam,0.2,1000,False,relu,64,0.0,0.0,1,1,0.088,0.085
12,0.1,Adam,0.2,1000,False,relu,64,0.0,0.1,1,1,0.117,0.104
