out_units,lr,optimizer,p_dropout,epochs,use_early_stopping,activation_function,batch_size,momentum,l2_reg,outer_fold,inner_fold,inner_train_loss,inner_eval_loss
16,0.1,Adam,0.2,1000,True,relu,64,0.1,0.1,4,4,0.091,0.089
16,0.1,Adam,0.2,1000,False,relu,64,0.0,0.0,4,4,0.093,0.093
16,0.1,Adam,0.2,1000,False,relu,64,0.0,0.1,4,4,0.091,0.09
16,0.1,Adam,0.2,1000,False,relu,64,0.1,0.0,4,4,0.212,0.221
16,0.1,Adam,0.2,1000,False,relu,64,0.1,0.1,4,4,0.096,0.088
4,0.1,Adam,0.2,1000,True,relu,64,0.0,0.0,5,1,0.071,0.073
4,0.1,Adam,0.2,1000,True,relu,64,0.0,0.1,5,1,0.091,0.077
4,0.1,Adam,0.2,1000,True,relu,64,0.1,0.0,5,1,0.073,0.086
4,0.1,Adam,0.2,1000,True,relu,64,0.1,0.1,5,1,0.091,0.087
4,0.1,Adam,0.2,1000,False,relu,64,0.0,0.0,5,1,0.092,0.096
4,0.1,Adam,0.2,1000,False,relu,64,0.0,0.1,5,1,0.088,0.093
4,0.1,Adam,0.2,1000,False,relu,64,0.1,0.0,5,1,0.141,0.145
4,0.1,Adam,0.2,1000,False,relu,64,0.1,0.1,5,1,0.09,0.078
8,0.1,Adam,0.2,1000,True,relu,64,0.0,0.0,5,1,0.073,0.088
8,0.1,Adam,0.2,1000,True,relu,64,0.0,0.1,5,1,0.092,0.093
8,0.1,Adam,0.2,1000,True,relu,64,0.1,0.0,5,1,0.084,0.086
8,0.1,Adam,0.2,1000,True,relu,64,0.1,0.1,5,1,0.088,0.098
8,0.1,Adam,0.2,1000,False,relu,64,0.0,0.0,5,1,0.077,0.078
8,0.1,Adam,0.2,1000,False,relu,64,0.0,0.1,5,1,0.088,0.088
8,0.1,Adam,0.2,1000,False,relu,64,0.1,0.0,5,1,0.087,0.094
8,0.1,Adam,0.2,1000,False,relu,64,0.1,0.1,5,1,0.093,0.089
12,0.1,Adam,0.2,1000,True,relu,64,0.0,0.0,5,1,0.192,0.221
12,0.1,Adam,0.2,1000,True,relu,64,0.0,0.1,5,1,0.095,0.088
12,0.1,Adam,0.2,1000,True,relu,64,0.1,0.0,5,1,0.073,0.088
12,0.1,Adam,0.2,1000,True,relu,64,0.1,0.1,5,1,0.109,0.097
12,0.1,Adam,0.2,1000,False,relu,64,0.0,0.0,5,1,0.086,0.091
12,0.1,Adam,0.2,1000,False,relu,64,0.0,0.1,5,1,0.089,0.081
12,0.1,Adam,0.2,1000,False,relu,64,0.1,0.0,5,1,0.084,0.091
12,0.1,Adam,0.2,1000,False,relu,64,0.1,0.1,5,1,0.093,0.084
16,0.1,Adam,0.2,1000,True,relu,64,0.0,0.0,5,1,0.073,0.081
16,0.1,Adam,0.2,1000,True,relu,64,0.0,0.1,5,1,0.086,0.087
16,0.1,Adam,0.2,1000,True,relu,64,0.1,0.0,5,1,0.077,0.091
16,0.1,Adam,0.2,1000,True,relu,64,0.1,0.1,5,1,0.093,0.091
16,0.1,Adam,0.2,1000,False,relu,64,0.0,0.0,5,1,0.099,0.12
16,0.1,Adam,0.2,1000,False,relu,64,0.0,0.1,5,1,0.088,0.101
16,0.1,Adam,0.2,1000,False,relu,64,0.1,0.0,5,1,0.084,0.093
16,0.1,Adam,0.2,1000,False,relu,64,0.1,0.1,5,1,0.093,0.089
4,0.1,Adam,0.2,1000,True,relu,64,0.0,0.0,5,2,0.081,0.071
4,0.1,Adam,0.2,1000,True,relu,64,0.0,0.1,5,2,0.089,0.087
4,0.1,Adam,0.2,1000,True,relu,64,0.1,0.0,5,2,0.081,0.081
4,0.1,Adam,0.2,1000,True,relu,64,0.1,0.1,5,2,0.091,0.097
4,0.1,Adam,0.2,1000,False,relu,64,0.0,0.0,5,2,0.081,0.078
4,0.1,Adam,0.2,1000,False,relu,64,0.0,0.1,5,2,0.091,0.095
4,0.1,Adam,0.2,1000,False,relu,64,0.1,0.0,5,2,0.086,0.083
4,0.1,Adam,0.2,1000,False,relu,64,0.1,0.1,5,2,0.09,0.077
8,0.1,Adam,0.2,1000,True,relu,64,0.0,0.0,5,2,0.083,0.079
8,0.1,Adam,0.2,1000,True,relu,64,0.0,0.1,5,2,0.095,0.088
8,0.1,Adam,0.2,1000,True,relu,64,0.1,0.0,5,2,0.076,0.072
8,0.1,Adam,0.2,1000,True,relu,64,0.1,0.1,5,2,0.093,0.08
8,0.1,Adam,0.2,1000,False,relu,64,0.0,0.0,5,2,0.083,0.075
8,0.1,Adam,0.2,1000,False,relu,64,0.0,0.1,5,2,0.09,0.09
8,0.1,Adam,0.2,1000,False,relu,64,0.1,0.0,5,2,0.084,0.082
8,0.1,Adam,0.2,1000,False,relu,64,0.1,0.1,5,2,0.096,0.083
12,0.1,Adam,0.2,1000,True,relu,64,0.0,0.0,5,2,0.092,0.089
12,0.1,Adam,0.2,1000,True,relu,64,0.0,0.1,5,2,0.092,0.094
12,0.1,Adam,0.2,1000,True,relu,64,0.1,0.0,5,2,0.077,0.079
12,0.1,Adam,0.2,1000,True,relu,64,0.1,0.1,5,2,0.092,0.099
12,0.1,Adam,0.2,1000,False,relu,64,0.0,0.0,5,2,0.077,0.077
12,0.1,Adam,0.2,1000,False,relu,64,0.0,0.1,5,2,0.09,0.08
12,0.1,Adam,0.2,1000,False,relu,64,0.1,0.0,5,2,0.086,0.083
12,0.1,Adam,0.2,1000,False,relu,64,0.1,0.1,5,2,0.09,0.079
16,0.1,Adam,0.2,1000,True,relu,64,0.0,0.0,5,2,0.213,0.213
16,0.1,Adam,0.2,1000,True,relu,64,0.0,0.1,5,2,0.093,0.084
16,0.1,Adam,0.2,1000,True,relu,64,0.1,0.0,5,2,0.192,0.212
16,0.1,Adam,0.2,1000,True,relu,64,0.1,0.1,5,2,0.096,0.083
16,0.1,Adam,0.2,1000,False,relu,64,0.0,0.0,5,2,0.094,0.091
16,0.1,Adam,0.2,1000,False,relu,64,0.0,0.1,5,2,0.089,0.098
16,0.1,Adam,0.2,1000,False,relu,64,0.1,0.0,5,2,0.094,0.095
16,0.1,Adam,0.2,1000,False,relu,64,0.1,0.1,5,2,0.089,0.091
4,0.1,Adam,0.2,1000,True,relu,64,0.0,0.0,5,3,0.076,0.077
4,0.1,Adam,0.2,1000,True,relu,64,0.0,0.1,5,3,0.089,0.087
4,0.1,Adam,0.2,1000,True,relu,64,0.1,0.0,5,3,0.084,0.083
4,0.1,Adam,0.2,1000,True,relu,64,0.1,0.1,5,3,0.091,0.084
4,0.1,Adam,0.2,1000,False,relu,64,0.0,0.0,5,3,0.093,0.095
4,0.1,Adam,0.2,1000,False,relu,64,0.0,0.1,5,3,0.091,0.092
4,0.1,Adam,0.2,1000,False,relu,64,0.1,0.0,5,3,0.087,0.09
4,0.1,Adam,0.2,1000,False,relu,64,0.1,0.1,5,3,0.088,0.087
8,0.1,Adam,0.2,1000,True,relu,64,0.0,0.0,5,3,0.077,0.077
8,0.1,Adam,0.2,1000,True,relu,64,0.0,0.1,5,3,0.091,0.082
8,0.1,Adam,0.2,1000,True,relu,64,0.1,0.0,5,3,0.076,0.084
8,0.1,Adam,0.2,1000,True,relu,64,0.1,0.1,5,3,0.089,0.112
8,0.1,Adam,0.2,1000,False,relu,64,0.0,0.0,5,3,0.195,0.217
8,0.1,Adam,0.2,1000,False,relu,64,0.0,0.1,5,3,0.093,0.095
8,0.1,Adam,0.2,1000,False,relu,64,0.1,0.0,5,3,0.084,0.088
8,0.1,Adam,0.2,1000,False,relu,64,0.1,0.1,5,3,0.09,0.091
12,0.1,Adam,0.2,1000,True,relu,64,0.0,0.0,5,3,0.073,0.087
12,0.1,Adam,0.2,1000,True,relu,64,0.0,0.1,5,3,0.092,0.081
12,0.1,Adam,0.2,1000,True,relu,64,0.1,0.0,5,3,0.091,0.095
12,0.1,Adam,0.2,1000,True,relu,64,0.1,0.1,5,3,0.094,0.077
12,0.1,Adam,0.2,1000,False,relu,64,0.0,0.0,5,3,0.191,0.221
12,0.1,Adam,0.2,1000,False,relu,64,0.0,0.1,5,3,0.096,0.089
12,0.1,Adam,0.2,1000,False,relu,64,0.1,0.0,5,3,0.083,0.098
12,0.1,Adam,0.2,1000,False,relu,64,0.1,0.1,5,3,0.089,0.094
16,0.1,Adam,0.2,1000,True,relu,64,0.0,0.0,5,3,0.071,0.086
16,0.1,Adam,0.2,1000,True,relu,64,0.0,0.1,5,3,0.096,0.09
16,0.1,Adam,0.2,1000,True,relu,64,0.1,0.0,5,3,0.217,0.22
16,0.1,Adam,0.2,1000,True,relu,64,0.1,0.1,5,3,0.091,0.12
16,0.1,Adam,0.2,1000,False,relu,64,0.0,0.0,5,3,0.1,0.112
16,0.1,Adam,0.2,1000,False,relu,64,0.0,0.1,5,3,0.09,0.091
16,0.1,Adam,0.2,1000,False,relu,64,0.1,0.0,5,3,0.117,0.133
16,0.1,Adam,0.2,1000,False,relu,64,0.1,0.1,5,3,0.091,0.086
4,0.1,Adam,0.2,1000,True,relu,64,0.0,0.0,5,4,0.091,0.092
4,0.1,Adam,0.2,1000,True,relu,64,0.0,0.1,5,4,0.094,0.08
4,0.1,Adam,0.2,1000,True,relu,64,0.1,0.0,5,4,0.076,0.08
4,0.1,Adam,0.2,1000,True,relu,64,0.1,0.1,5,4,0.09,0.097
4,0.1,Adam,0.2,1000,False,relu,64,0.0,0.0,5,4,0.092,0.09
4,0.1,Adam,0.2,1000,False,relu,64,0.0,0.1,5,4,0.088,0.078
4,0.1,Adam,0.2,1000,False,relu,64,0.1,0.0,5,4,0.085,0.082
4,0.1,Adam,0.2,1000,False,relu,64,0.1,0.1,5,4,0.093,0.089
8,0.1,Adam,0.2,1000,True,relu,64,0.0,0.0,5,4,0.081,0.08
8,0.1,Adam,0.2,1000,True,relu,64,0.0,0.1,5,4,0.092,0.1
8,0.1,Adam,0.2,1000,True,relu,64,0.1,0.0,5,4,0.074,0.08
8,0.1,Adam,0.2,1000,True,relu,64,0.1,0.1,5,4,0.088,0.09
8,0.1,Adam,0.2,1000,False,relu,64,0.0,0.0,5,4,0.093,0.092
8,0.1,Adam,0.2,1000,False,relu,64,0.0,0.1,5,4,0.089,0.091
8,0.1,Adam,0.2,1000,False,relu,64,0.1,0.0,5,4,0.082,0.084
8,0.1,Adam,0.2,1000,False,relu,64,0.1,0.1,5,4,0.093,0.139
12,0.1,Adam,0.2,1000,True,relu,64,0.0,0.0,5,4,0.098,0.12
12,0.1,Adam,0.2,1000,True,relu,64,0.0,0.1,5,4,0.092,0.083
12,0.1,Adam,0.2,1000,True,relu,64,0.1,0.0,5,4,0.079,0.072
12,0.1,Adam,0.2,1000,True,relu,64,0.1,0.1,5,4,0.091,0.088
12,0.1,Adam,0.2,1000,False,relu,64,0.0,0.0,5,4,0.089,0.087
12,0.1,Adam,0.2,1000,False,relu,64,0.0,0.1,5,4,0.092,0.09
12,0.1,Adam,0.2,1000,False,relu,64,0.1,0.0,5,4,0.101,0.101
12,0.1,Adam,0.2,1000,False,relu,64,0.1,0.1,5,4,0.089,0.082
16,0.1,Adam,0.2,1000,True,relu,64,0.0,0.0,5,4,0.078,0.084
16,0.1,Adam,0.2,1000,True,relu,64,0.0,0.1,5,4,0.096,0.094
16,0.1,Adam,0.2,1000,True,relu,64,0.1,0.0,5,4,0.076,0.076
16,0.1,Adam,0.2,1000,True,relu,64,0.1,0.1,5,4,0.089,0.102
16,0.1,Adam,0.2,1000,False,relu,64,0.0,0.0,5,4,0.216,0.216
16,0.1,Adam,0.2,1000,False,relu,64,0.0,0.1,5,4,0.089,0.092
16,0.1,Adam,0.2,1000,False,relu,64,0.1,0.0,5,4,0.197,0.216
16,0.1,Adam,0.2,1000,False,relu,64,0.1,0.1,5,4,0.09,0.11
4,0.001,SGD,0.2,1000,True,relu,64,0.0,0.0,1,1,0.048,0.05
4,0.001,SGD,0.2,1000,True,relu,64,0.0,0.1,1,1,0.068,0.065
4,0.001,SGD,0.2,1000,True,relu,64,0.1,0.0,1,1,0.045,0.049
4,0.001,SGD,0.2,1000,True,relu,64,0.1,0.1,1,1,0.069,0.066
4,0.001,SGD,0.2,1000,False,relu,64,0.0,0.0,1,1,0.052,0.057
4,0.001,SGD,0.2,1000,False,relu,64,0.0,0.1,1,1,0.066,0.066
4,0.001,SGD,0.2,1000,False,relu,64,0.1,0.0,1,1,0.052,0.051
4,0.001,SGD,0.2,1000,False,relu,64,0.1,0.1,1,1,0.061,0.061
8,0.001,SGD,0.2,1000,True,relu,64,0.0,0.0,1,1,0.046,0.053
8,0.001,SGD,0.2,1000,True,relu,64,0.0,0.1,1,1,0.06,0.062
8,0.001,SGD,0.2,1000,True,relu,64,0.1,0.0,1,1,0.044,0.05
8,0.001,SGD,0.2,1000,True,relu,64,0.1,0.1,1,1,0.058,0.059
8,0.001,SGD,0.2,1000,False,relu,64,0.0,0.0,1,1,0.042,0.049
8,0.001,SGD,0.2,1000,False,relu,64,0.0,0.1,1,1,0.062,0.062
8,0.001,SGD,0.2,1000,False,relu,64,0.1,0.0,1,1,0.04,0.052
8,0.001,SGD,0.2,1000,False,relu,64,0.1,0.1,1,1,0.057,0.06
12,0.001,SGD,0.2,1000,True,relu,64,0.0,0.0,1,1,0.043,0.051
12,0.001,SGD,0.2,1000,True,relu,64,0.0,0.1,1,1,0.055,0.06
12,0.001,SGD,0.2,1000,True,relu,64,0.1,0.0,1,1,0.038,0.049
12,0.001,SGD,0.2,1000,True,relu,64,0.1,0.1,1,1,0.057,0.06
12,0.001,SGD,0.2,1000,False,relu,64,0.0,0.0,1,1,0.044,0.052
12,0.001,SGD,0.2,1000,False,relu,64,0.0,0.1,1,1,0.057,0.06
12,0.001,SGD,0.2,1000,False,relu,64,0.1,0.0,1,1,0.048,0.054
12,0.001,SGD,0.2,1000,False,relu,64,0.1,0.1,1,1,0.056,0.06
16,0.001,SGD,0.2,1000,True,relu,64,0.0,0.0,1,1,0.04,0.052
16,0.001,SGD,0.2,1000,True,relu,64,0.0,0.1,1,1,0.056,0.059
16,0.001,SGD,0.2,1000,True,relu,64,0.1,0.0,1,1,0.041,0.049
16,0.001,SGD,0.2,1000,True,relu,64,0.1,0.1,1,1,0.056,0.059
16,0.001,SGD,0.2,1000,False,relu,64,0.0,0.0,1,1,0.038,0.048
16,0.001,SGD,0.2,1000,False,relu,64,0.0,0.1,1,1,0.056,0.059
16,0.001,SGD,0.2,1000,False,relu,64,0.1,0.0,1,1,0.041,0.052
16,0.001,SGD,0.2,1000,False,relu,64,0.1,0.1,1,1,0.055,0.059
4,0.001,SGD,0.2,1000,True,relu,64,0.0,0.0,1,2,0.05,0.05
4,0.001,SGD,0.2,1000,True,relu,64,0.0,0.1,1,2,0.062,0.061
4,0.001,SGD,0.2,1000,True,relu,64,0.1,0.0,1,2,0.048,0.049
4,0.001,SGD,0.2,1000,True,relu,64,0.1,0.1,1,2,0.067,0.065
4,0.001,SGD,0.2,1000,False,relu,64,0.0,0.0,1,2,0.053,0.05
4,0.001,SGD,0.2,1000,False,relu,64,0.0,0.1,1,2,0.059,0.059
4,0.001,SGD,0.2,1000,False,relu,64,0.1,0.0,1,2,0.065,0.06
4,0.001,SGD,0.2,1000,False,relu,64,0.1,0.1,1,2,0.06,0.059
8,0.001,SGD,0.2,1000,True,relu,64,0.0,0.0,1,2,0.044,0.045
8,0.001,SGD,0.2,1000,True,relu,64,0.0,0.1,1,2,0.058,0.058
8,0.001,SGD,0.2,1000,True,relu,64,0.1,0.0,1,2,0.045,0.043
8,0.001,SGD,0.2,1000,True,relu,64,0.1,0.1,1,2,0.059,0.058
8,0.001,SGD,0.2,1000,False,relu,64,0.0,0.0,1,2,0.052,0.052
8,0.001,SGD,0.2,1000,False,relu,64,0.0,0.1,1,2,0.065,0.065
8,0.001,SGD,0.2,1000,False,relu,64,0.1,0.0,1,2,0.041,0.045
8,0.001,SGD,0.2,1000,False,relu,64,0.1,0.1,1,2,0.057,0.059
12,0.001,SGD,0.2,1000,True,relu,64,0.0,0.0,1,2,0.046,0.046
12,0.001,SGD,0.2,1000,True,relu,64,0.0,0.1,1,2,0.057,0.058
12,0.001,SGD,0.2,1000,True,relu,64,0.1,0.0,1,2,0.044,0.047
12,0.001,SGD,0.2,1000,True,relu,64,0.1,0.1,1,2,0.059,0.059
12,0.001,SGD,0.2,1000,False,relu,64,0.0,0.0,1,2,0.05,0.05
12,0.001,SGD,0.2,1000,False,relu,64,0.0,0.1,1,2,0.057,0.059
12,0.001,SGD,0.2,1000,False,relu,64,0.1,0.0,1,2,0.041,0.048
12,0.001,SGD,0.2,1000,False,relu,64,0.1,0.1,1,2,0.058,0.057
16,0.001,SGD,0.2,1000,True,relu,64,0.0,0.0,1,2,0.043,0.046
16,0.001,SGD,0.2,1000,True,relu,64,0.0,0.1,1,2,0.057,0.06
16,0.001,SGD,0.2,1000,True,relu,64,0.1,0.0,1,2,0.041,0.048
16,0.001,SGD,0.2,1000,True,relu,64,0.1,0.1,1,2,0.056,0.057
16,0.001,SGD,0.2,1000,False,relu,64,0.0,0.0,1,2,0.04,0.045
16,0.001,SGD,0.2,1000,False,relu,64,0.0,0.1,1,2,0.056,0.058
16,0.001,SGD,0.2,1000,False,relu,64,0.1,0.0,1,2,0.039,0.043
16,0.001,SGD,0.2,1000,False,relu,64,0.1,0.1,1,2,0.058,0.058
4,0.001,SGD,0.2,1000,True,relu,64,0.0,0.0,1,3,0.045,0.049
4,0.001,SGD,0.2,1000,True,relu,64,0.0,0.1,1,3,0.069,0.065
4,0.001,SGD,0.2,1000,True,relu,64,0.1,0.0,1,3,0.045,0.043
4,0.001,SGD,0.2,1000,True,relu,64,0.1,0.1,1,3,0.064,0.062
4,0.001,SGD,0.2,1000,False,relu,64,0.0,0.0,1,3,0.047,0.043
4,0.001,SGD,0.2,1000,False,relu,64,0.0,0.1,1,3,0.065,0.063
4,0.001,SGD,0.2,1000,False,relu,64,0.1,0.0,1,3,0.066,0.069
4,0.001,SGD,0.2,1000,False,relu,64,0.1,0.1,1,3,0.068,0.066
8,0.001,SGD,0.2,1000,True,relu,64,0.0,0.0,1,3,0.049,0.046
8,0.001,SGD,0.2,1000,True,relu,64,0.0,0.1,1,3,0.061,0.061
8,0.001,SGD,0.2,1000,True,relu,64,0.1,0.0,1,3,0.047,0.049
8,0.001,SGD,0.2,1000,True,relu,64,0.1,0.1,1,3,0.06,0.058
8,0.001,SGD,0.2,1000,False,relu,64,0.0,0.0,1,3,0.05,0.049
8,0.001,SGD,0.2,1000,False,relu,64,0.0,0.1,1,3,0.058,0.058
8,0.001,SGD,0.2,1000,False,relu,64,0.1,0.0,1,3,0.043,0.047
8,0.001,SGD,0.2,1000,False,relu,64,0.1,0.1,1,3,0.061,0.059
12,0.001,SGD,0.2,1000,True,relu,64,0.0,0.0,1,3,0.043,0.048
12,0.001,SGD,0.2,1000,True,relu,64,0.0,0.1,1,3,0.058,0.058
12,0.001,SGD,0.2,1000,True,relu,64,0.1,0.0,1,3,0.042,0.046
12,0.001,SGD,0.2,1000,True,relu,64,0.1,0.1,1,3,0.061,0.059
12,0.001,SGD,0.2,1000,False,relu,64,0.0,0.0,1,3,0.04,0.043
12,0.001,SGD,0.2,1000,False,relu,64,0.0,0.1,1,3,0.057,0.058
12,0.001,SGD,0.2,1000,False,relu,64,0.1,0.0,1,3,0.047,0.047
12,0.001,SGD,0.2,1000,False,relu,64,0.1,0.1,1,3,0.059,0.058
16,0.001,SGD,0.2,1000,True,relu,64,0.0,0.0,1,3,0.043,0.044
16,0.001,SGD,0.2,1000,True,relu,64,0.0,0.1,1,3,0.059,0.058
16,0.001,SGD,0.2,1000,True,relu,64,0.1,0.0,1,3,0.043,0.044
16,0.001,SGD,0.2,1000,True,relu,64,0.1,0.1,1,3,0.057,0.057
16,0.001,SGD,0.2,1000,False,relu,64,0.0,0.0,1,3,0.045,0.047
16,0.001,SGD,0.2,1000,False,relu,64,0.0,0.1,1,3,0.058,0.058
16,0.001,SGD,0.2,1000,False,relu,64,0.1,0.0,1,3,0.039,0.046
16,0.001,SGD,0.2,1000,False,relu,64,0.1,0.1,1,3,0.056,0.058
4,0.001,SGD,0.2,1000,True,relu,64,0.0,0.0,1,4,0.048,0.052
4,0.001,SGD,0.2,1000,True,relu,64,0.0,0.1,1,4,0.06,0.067
4,0.001,SGD,0.2,1000,True,relu,64,0.1,0.0,1,4,0.046,0.055
4,0.001,SGD,0.2,1000,True,relu,64,0.1,0.1,1,4,0.061,0.066
4,0.001,SGD,0.2,1000,False,relu,64,0.0,0.0,1,4,0.081,0.088
4,0.001,SGD,0.2,1000,False,relu,64,0.0,0.1,1,4,0.089,0.093
4,0.001,SGD,0.2,1000,False,relu,64,0.1,0.0,1,4,0.047,0.057
4,0.001,SGD,0.2,1000,False,relu,64,0.1,0.1,1,4,0.07,0.072
8,0.001,SGD,0.2,1000,True,relu,64,0.0,0.0,1,4,0.041,0.056
8,0.001,SGD,0.2,1000,True,relu,64,0.0,0.1,1,4,0.056,0.064
8,0.001,SGD,0.2,1000,True,relu,64,0.1,0.0,1,4,0.043,0.053
8,0.001,SGD,0.2,1000,True,relu,64,0.1,0.1,1,4,0.059,0.065
8,0.001,SGD,0.2,1000,False,relu,64,0.0,0.0,1,4,0.045,0.056
8,0.001,SGD,0.2,1000,False,relu,64,0.0,0.1,1,4,0.059,0.064
8,0.001,SGD,0.2,1000,False,relu,64,0.1,0.0,1,4,0.04,0.053
8,0.001,SGD,0.2,1000,False,relu,64,0.1,0.1,1,4,0.055,0.063
12,0.001,SGD,0.2,1000,True,relu,64,0.0,0.0,1,4,0.041,0.056
12,0.001,SGD,0.2,1000,True,relu,64,0.0,0.1,1,4,0.056,0.062
12,0.001,SGD,0.2,1000,True,relu,64,0.1,0.0,1,4,0.04,0.052
12,0.001,SGD,0.2,1000,True,relu,64,0.1,0.1,1,4,0.055,0.063
12,0.001,SGD,0.2,1000,False,relu,64,0.0,0.0,1,4,0.04,0.054
12,0.001,SGD,0.2,1000,False,relu,64,0.0,0.1,1,4,0.055,0.063
12,0.001,SGD,0.2,1000,False,relu,64,0.1,0.0,1,4,0.04,0.054
12,0.001,SGD,0.2,1000,False,relu,64,0.1,0.1,1,4,0.059,0.066
16,0.001,SGD,0.2,1000,True,relu,64,0.0,0.0,1,4,0.042,0.055
16,0.001,SGD,0.2,1000,True,relu,64,0.0,0.1,1,4,0.055,0.064
16,0.001,SGD,0.2,1000,True,relu,64,0.1,0.0,1,4,0.038,0.051
16,0.001,SGD,0.2,1000,True,relu,64,0.1,0.1,1,4,0.054,0.062
16,0.001,SGD,0.2,1000,False,relu,64,0.0,0.0,1,4,0.04,0.055
16,0.001,SGD,0.2,1000,False,relu,64,0.0,0.1,1,4,0.055,0.064
16,0.001,SGD,0.2,1000,False,relu,64,0.1,0.0,1,4,0.038,0.052
16,0.001,SGD,0.2,1000,False,relu,64,0.1,0.1,1,4,0.054,0.062
4,0.001,SGD,0.2,1000,True,relu,64,0.0,0.0,2,1,0.052,0.055
4,0.001,SGD,0.2,1000,True,relu,64,0.0,0.1,2,1,0.059,0.063
4,0.001,SGD,0.2,1000,True,relu,64,0.1,0.0,2,1,0.048,0.051
4,0.001,SGD,0.2,1000,True,relu,64,0.1,0.1,2,1,0.061,0.066
4,0.001,SGD,0.2,1000,False,relu,64,0.0,0.0,2,1,0.049,0.056
4,0.001,SGD,0.2,1000,False,relu,64,0.0,0.1,2,1,0.06,0.064
4,0.001,SGD,0.2,1000,False,relu,64,0.1,0.0,2,1,0.051,0.055
4,0.001,SGD,0.2,1000,False,relu,64,0.1,0.1,2,1,0.069,0.068
8,0.001,SGD,0.2,1000,True,relu,64,0.0,0.0,2,1,0.047,0.055
8,0.001,SGD,0.2,1000,True,relu,64,0.0,0.1,2,1,0.056,0.063
8,0.001,SGD,0.2,1000,True,relu,64,0.1,0.0,2,1,0.044,0.055
8,0.001,SGD,0.2,1000,True,relu,64,0.1,0.1,2,1,0.06,0.064
8,0.001,SGD,0.2,1000,False,relu,64,0.0,0.0,2,1,0.045,0.057
8,0.001,SGD,0.2,1000,False,relu,64,0.0,0.1,2,1,0.058,0.063
8,0.001,SGD,0.2,1000,False,relu,64,0.1,0.0,2,1,0.044,0.055
8,0.001,SGD,0.2,1000,False,relu,64,0.1,0.1,2,1,0.06,0.065
12,0.001,SGD,0.2,1000,True,relu,64,0.0,0.0,2,1,0.048,0.057
12,0.001,SGD,0.2,1000,True,relu,64,0.0,0.1,2,1,0.056,0.062
12,0.001,SGD,0.2,1000,True,relu,64,0.1,0.0,2,1,0.039,0.057
12,0.001,SGD,0.2,1000,True,relu,64,0.1,0.1,2,1,0.055,0.062
12,0.001,SGD,0.2,1000,False,relu,64,0.0,0.0,2,1,0.041,0.055
12,0.001,SGD,0.2,1000,False,relu,64,0.0,0.1,2,1,0.056,0.062
12,0.001,SGD,0.2,1000,False,relu,64,0.1,0.0,2,1,0.041,0.057
12,0.001,SGD,0.2,1000,False,relu,64,0.1,0.1,2,1,0.055,0.062
16,0.001,SGD,0.2,1000,True,relu,64,0.0,0.0,2,1,0.041,0.055
16,0.001,SGD,0.2,1000,True,relu,64,0.0,0.1,2,1,0.056,0.063
16,0.001,SGD,0.2,1000,True,relu,64,0.1,0.0,2,1,0.036,0.055
16,0.001,SGD,0.2,1000,True,relu,64,0.1,0.1,2,1,0.055,0.062
16,0.001,SGD,0.2,1000,False,relu,64,0.0,0.0,2,1,0.04,0.055
16,0.001,SGD,0.2,1000,False,relu,64,0.0,0.1,2,1,0.058,0.063
16,0.001,SGD,0.2,1000,False,relu,64,0.1,0.0,2,1,0.038,0.055
16,0.001,SGD,0.2,1000,False,relu,64,0.1,0.1,2,1,0.055,0.062
4,0.001,SGD,0.2,1000,True,relu,64,0.0,0.0,2,2,0.049,0.044
4,0.001,SGD,0.2,1000,True,relu,64,0.0,0.1,2,2,0.071,0.067
4,0.001,SGD,0.2,1000,True,relu,64,0.1,0.0,2,2,0.053,0.053
4,0.001,SGD,0.2,1000,True,relu,64,0.1,0.1,2,2,0.065,0.062
4,0.001,SGD,0.2,1000,False,relu,64,0.0,0.0,2,2,0.058,0.059
4,0.001,SGD,0.2,1000,False,relu,64,0.0,0.1,2,2,0.068,0.064
4,0.001,SGD,0.2,1000,False,relu,64,0.1,0.0,2,2,0.058,0.058
4,0.001,SGD,0.2,1000,False,relu,64,0.1,0.1,2,2,0.065,0.063
8,0.001,SGD,0.2,1000,True,relu,64,0.0,0.0,2,2,0.052,0.05
8,0.001,SGD,0.2,1000,True,relu,64,0.0,0.1,2,2,0.067,0.063
8,0.001,SGD,0.2,1000,True,relu,64,0.1,0.0,2,2,0.045,0.048
8,0.001,SGD,0.2,1000,True,relu,64,0.1,0.1,2,2,0.059,0.06
8,0.001,SGD,0.2,1000,False,relu,64,0.0,0.0,2,2,0.043,0.046
8,0.001,SGD,0.2,1000,False,relu,64,0.0,0.1,2,2,0.06,0.059
8,0.001,SGD,0.2,1000,False,relu,64,0.1,0.0,2,2,0.047,0.046
8,0.001,SGD,0.2,1000,False,relu,64,0.1,0.1,2,2,0.061,0.059
12,0.001,SGD,0.2,1000,True,relu,64,0.0,0.0,2,2,0.045,0.049
12,0.001,SGD,0.2,1000,True,relu,64,0.0,0.1,2,2,0.063,0.061
12,0.001,SGD,0.2,1000,True,relu,64,0.1,0.0,2,2,0.046,0.05
12,0.001,SGD,0.2,1000,True,relu,64,0.1,0.1,2,2,0.058,0.058
12,0.001,SGD,0.2,1000,False,relu,64,0.0,0.0,2,2,0.044,0.044
12,0.001,SGD,0.2,1000,False,relu,64,0.0,0.1,2,2,0.064,0.064
12,0.001,SGD,0.2,1000,False,relu,64,0.1,0.0,2,2,0.044,0.045
